predict	b	e	m	t
b	0.9860238434450954	0.0032074484679440974	0.0027458447927825084	0.008022863294178204
b	0.9804765255968633	0.006176119945131815	0.00572737646051153	0.007619977997493423
t	0.3937681823100459	0.017267610112950603	0.026292975620138465	0.5626712319568652
t	0.03518092856559986	0.1604523491673287	0.07554980865168463	0.7288169136153868
b	0.8801763065377862	0.09163732715669778	0.018657741436312526	0.009528624869203505
b	0.6919079232001668	0.12102993295044825	0.07376622173088694	0.113295922118498
t	0.0039258038746222265	0.28700506363384737	0.009242419344062388	0.6998267131474679
b	0.9070000766117319	0.024597094428560434	0.018553008197460377	0.049849820762247296
e	0.4019007804178906	0.4245557213446782	0.10272371573355815	0.070819782503873
t	0.26898186951516534	0.04201770676677548	0.04103266712620827	0.6479677565918508
e	0.0061293217685921	0.7912257437097063	0.015383588004450399	0.1872613465172512
e	0.4373312207731471	0.4411057578691928	0.05137864308530531	0.07018437827235487
b	0.8736436553563945	0.01936799641364641	0.021750777839490348	0.08523757039046866
b	0.6287934782537842	0.23673846677143723	0.06993706236501891	0.0645309926097598
e	0.3426325356076297	0.43185108342841844	0.03931243860061135	0.1862039423633405
e	0.0039309380649912955	0.9836862983681521	0.006107097502427997	0.006275666064428603
e	0.10538551959098177	0.6896545343982494	0.14678275901590798	0.0581771869948608
e	0.05209018408842695	0.8688105436145591	0.03288715514284369	0.04621211715417011
m	0.2673745489983702	0.02094777460896859	0.608330682742577	0.10334699365008429
b	0.8824904338551622	0.021822601745005842	0.02526446401173364	0.07042250038809819
t	0.2810686711122148	0.030054180240781568	0.06587330897506809	0.6230038396719355
e	0.1933279085166092	0.521187398043876	0.21872977710124386	0.06675491633827094
b	0.5906287703434	0.02069785794976562	0.12916984658858088	0.25950352511825353
e	0.09915772479132558	0.7258064909683337	0.12025193162400058	0.054783852616340105
e	0.0012123106748161124	0.9931650295585289	0.0023237607472423464	0.0032988990194125064
e	0.002410130370217358	0.9296198533824791	0.05708503155184545	0.010884984695457975
b	0.9080403993513598	0.0397146277830676	0.017873930881446964	0.034371041984125536
e	0.016355398121325346	0.8726691899879597	0.026515257198597	0.08446015469211789
b	0.9103821160299519	0.016588676283631233	0.017131043877222106	0.05589816380919481
e	0.21520246325187503	0.46346909651365853	0.10794413980628266	0.2133843004281839
e	0.09312551995067382	0.7603617933025181	0.05062716814763895	0.09588551859916924
b	0.47269615671508697	0.10275489994397585	0.09614277952563975	0.32840616381529747
e	0.0003964522712478652	0.9971599531518242	0.0013648344195836162	0.0010787601573444313
b	0.8565786662072731	0.03418686063148979	0.03415772689410811	0.07507674626712899
e	0.06881919613854441	0.7696969820807287	0.08981137800375337	0.0716724437769735
e	0.11530645879527902	0.7353710167500721	0.06461016928004629	0.08471235517460261
b	0.7423955884635226	0.15981535363169125	0.04707170167575799	0.05071735622902806
b	0.6621581910243208	0.22020171615590453	0.03327419803749397	0.08436589478228068
e	0.343887459748479	0.4398363412032068	0.0820204377087465	0.13425576133956751
b	0.5693360922568621	0.3004669435287801	0.04168569712032701	0.08851126709403079
e	0.0012177413843754723	0.9921166137685761	0.003773925452032601	0.0028917193950161635
e	0.006593196830299754	0.8394352723688191	0.13609754774560212	0.017873983055278975
e	0.003529654763036005	0.9820498730518825	0.005892487942715721	0.008527984242365673
b	0.5319335839981254	0.3406919862416047	0.05061168154585514	0.07676274821441473
b	0.6106923814834684	0.25796712564003266	0.07858053169983874	0.05275996117666012
b	0.5037179362878063	0.2592954086326713	0.06129123637654644	0.17569541870297603
e	0.11434670982187664	0.7005771297625846	0.08859424804409438	0.09648191237144438
e	0.39475421051907406	0.4961590772134293	0.03159666559969175	0.07749004666780501
b	0.8405457018078608	0.029030767866637868	0.02612094058998038	0.10430258973552095
b	0.9090462922383432	0.00916330029369443	0.01999155369499509	0.0617988537729673
e	0.1211580917903952	0.7074412265555178	0.04824163249608833	0.1231590491579987
b	0.8824292151534532	0.028637413432391175	0.02159708225163614	0.06733628916251938
b	0.532659551505416	0.28516979726911085	0.0936408801630014	0.08852977106247177
e	0.07105816787037035	0.8491965092470529	0.025340515254168475	0.0544048076284081
b	0.461800634653432	0.29902748819200925	0.11272816508244099	0.12644371207211783
b	0.6284067558479347	0.16565728285332854	0.07270759085046584	0.13322837044827082
b	0.4923369644721094	0.26102710670680873	0.1144375542761519	0.13219837454493003
b	0.9458663811389688	0.014924955719955236	0.0126059668028777	0.02660269633819814
b	0.7222917687215031	0.18785050641518228	0.051713635804492585	0.038144089058822044
b	0.9771439660988411	0.005933525504618072	0.005549958711780643	0.011372549684760218
b	0.9588696048331155	0.010341221350537971	0.012465811572782618	0.018323362243564022
b	0.3922811282837184	0.37756844148357804	0.08582781515899025	0.1443226150737133
e	0.06605515012752758	0.504126714222738	0.20721178800832335	0.22260634764141113
e	0.24640202042753934	0.6777580541661664	0.024959635298187777	0.050880290108106546
e	0.2921276469117584	0.44541269496399366	0.14173983459726688	0.12071982352698096
e	0.4221718575739599	0.4504953512860861	0.03524242763841265	0.09209036350154147
b	0.6728534544813592	0.16455130423473416	0.046442270551766134	0.11615297073214065
e	0.007527326013479611	0.8815248542163244	0.019026754917311338	0.09192106485288452
b	0.9883923797843174	0.003191866134291764	0.004204509510059327	0.004211244571331456
b	0.888450518903719	0.01945222465928487	0.014096636555961562	0.07800061988103466
b	0.4577357815796601	0.430596403354954	0.059115767016005905	0.05255204804938004
b	0.6346232482980988	0.2308436285479444	0.05220760880765122	0.08232551434630568
b	0.6163509140428948	0.12562053126577014	0.05664560286087311	0.20138295183046195
e	0.05014645411914337	0.8809922052874292	0.03583734518480571	0.03302399540862179
e	0.240279248324116	0.6971459933631825	0.02099069049222558	0.04158406782047581
e	0.2285830508499761	0.3500328243561817	0.14247233590397199	0.2789117888898701
e	0.1773043275206059	0.6210290238862581	0.0744374446769824	0.1272292039161535
b	0.5783511586432287	0.24387310331053005	0.056713368850619436	0.12106236919562186
b	0.9390259032904236	0.01421197101974128	0.016551845974451643	0.03021027971538354
e	0.16125791448255453	0.754630111930274	0.024912683630821948	0.05919928995634947
b	0.6346896462970326	0.11639952408341318	0.045437430948145376	0.2034733986714089
b	0.8148853529046537	0.09833405924592055	0.06115746967317092	0.025623118176254844
b	0.9769423245168859	0.008445296877175937	0.006529253719838087	0.008083124886100265
m	0.2178124624335496	0.22204597258459222	0.39153547935118366	0.16860608563067453
b	0.8781979511776623	0.017472547495180915	0.05124491557068853	0.0530845857564683
b	0.5003951335677107	0.3068473143070073	0.07585484487092847	0.11690270725435356
b	0.8459794620093153	0.03176764047500895	0.031840090122302926	0.09041280739337276
e	0.004444057277706769	0.9704099725125122	0.012375996794558041	0.012769973415222985
e	0.00018827914433022227	0.9983293599260329	0.0008398680011023842	0.0006424929285344059
b	0.5129854802737092	0.3456336998547196	0.05170119299681724	0.089679626874754
e	0.031139067743753412	0.9040460914448359	0.028478482468280074	0.036336358343130655
t	0.07060172009563329	0.15800583063526952	0.045345925094266326	0.726046524174831
b	0.5696523419443156	0.29117454796768216	0.039306662234424965	0.09986644785357736
e	0.11109298593886763	0.7530350127158578	0.07215227999638855	0.06371972134888627
e	0.11759423967419029	0.7123155040135428	0.056546029204046895	0.11354422710821992
b	0.914543854786989	0.022941988255471037	0.02720377406933982	0.035310382888200126
e	0.12473346587585446	0.6656470421983239	0.14656949899755406	0.06304999292826743
e	0.0008627965649260976	0.9957687476379691	0.0016216524722555815	0.001746803324849365
b	0.5826996457969598	0.2726085975831876	0.0797442450672109	0.06494751155264171
e	0.22694562047461736	0.6509459489478087	0.03355121422726423	0.08855721635030984
b	0.43469460464659065	0.3876552513640915	0.06997820591740715	0.10767193807191064
e	0.10485690143191136	0.7683607899888061	0.0633692268675473	0.06341308171173526
b	0.5455791811418664	0.22073399363804466	0.07229365130751111	0.1613931739125777
b	0.8959956303989365	0.01227402413674981	0.02100884370503997	0.07072150175927383
b	0.9544258675659236	0.012576539733172456	0.007578162474220311	0.025419430226683627
e	0.02496642358824855	0.9095692259587953	0.025494793517975598	0.03996955693498055
b	0.6255990285524056	0.24691566225028277	0.04309391688516045	0.08439139231215109
e	0.27509348662172195	0.5441514127621656	0.06795133169116406	0.11280376892494848
b	0.9786677971349433	0.006250827414817281	0.006420474028491436	0.00866090142174781
b	0.9142819579014498	0.015473601668507217	0.022522048804628683	0.047722391625414425
b	0.9933529898975173	0.0004298951238107633	0.0018287152292433431	0.004388399749428657
t	0.050362546661404016	0.3745855224998187	0.09788510812782653	0.4771668227109508
b	0.576217811605695	0.21365392017957585	0.08190315692203125	0.128225111292698
e	0.22700427617137073	0.3588974026988104	0.1337792229151222	0.28031909821469664
e	0.004403931613071658	0.9835806624732473	0.006243334177951398	0.005772071735729615
b	0.969918773843972	0.005165357712189388	0.009809417228265635	0.015106451215573035
b	0.9140628885651386	0.01591511667033223	0.017302125471198745	0.0527198692933302
b	0.632911455065252	0.18777851104071624	0.06486883898701673	0.11444119490701497
b	0.8768880052730612	0.024829907600743408	0.02903512033451417	0.06924696679168127
e	0.22164514548405248	0.5539085391625513	0.13473369459705645	0.08971262075633978
t	0.17430763661330675	0.27153080427481185	0.09646439986533442	0.45769715924654697
e	0.11575505401404067	0.7810546793991339	0.046841016065549995	0.056349250521275665
b	0.8418094107459231	0.05386683111443251	0.034085860743284783	0.07023789739635954
b	0.5149186205658972	0.308333445275912	0.07692357121739875	0.09982436294079207
b	0.45104236116989566	0.3961551871937971	0.06229256808802097	0.09050988354828628
e	0.001042062291809349	0.9937622951847326	0.0027836781494041626	0.0024119643740538608
b	0.6313258509882844	0.04233214807402057	0.030116470973917127	0.2962255299637779
e	0.07173919129975204	0.7994463994503118	0.040737833012915864	0.08807657623702013
b	0.6464737196440853	0.05380425506144994	0.058032596770329035	0.24168942852413583
b	0.566270955132667	0.25153760786739077	0.08007208410617593	0.1021193528937664
e	0.02964191415811302	0.895758498007045	0.03570738530100105	0.03889220253384082
b	0.859875901491024	0.03455184908628316	0.022312092050167556	0.08326015737252526
e	0.003777420974499267	0.5620687537547912	0.4138499225372397	0.02030390273346987
b	0.8833392485715589	0.012491594550564835	0.039656550287584504	0.06451260659029165
b	0.7738333488520568	0.08805369212693462	0.060692073496349724	0.07742088552465895
b	0.8969594059792647	0.026848014472988558	0.024770032942493882	0.051422546605252924
e	0.0013401779891803881	0.9891043405936879	0.005943098949118505	0.003612382468013156
e	0.4137299724074805	0.442190783472806	0.03962642417723714	0.10445281994247649
b	0.8495371493032826	0.02330778154893694	0.02312592784635201	0.10402914130142826
b	0.9812654005432615	0.002866641270673355	0.005650037521441898	0.010217920664623473
e	0.2243966526619518	0.5413488485035305	0.10481055516203935	0.12944394367247847
e	0.18017706164084432	0.7338335557054394	0.03444522018751041	0.051544162466205974
e	0.021797797550020984	0.9457548822618861	0.014951294001737878	0.017496026186354822
b	0.6061569923614507	0.24635363043178796	0.04975816710251299	0.09773121010424843
e	0.4118254358374074	0.44717944864031817	0.044670185651622216	0.0963249298706523
e	0.3801331197527791	0.44890011898992144	0.07485493679626419	0.09611182446103542
e	0.004275662337509073	0.7036776800102706	0.01239914622786037	0.2796475114243598
e	0.33672660080173844	0.517483456726719	0.06358852780263481	0.08220141466890779
t	0.03844217929052148	0.4120630179530963	0.046272052757124885	0.5032227499992572
e	0.17803271202678395	0.6208308497598078	0.08342650883261606	0.11770992938079221
e	0.014195508582845306	0.8533732214147278	0.024494036083152853	0.10793723391927412
e	0.1210086311596003	0.6389570279190416	0.15163853017135465	0.08839581075000333
b	0.6419611814422241	0.04355572249038624	0.06203038930688618	0.25245270676050335
e	0.09579542513579142	0.7812828515942624	0.05315233172356107	0.0697693915463852
b	0.8647036070205342	0.0456230933707615	0.03286772485731792	0.0568055747513864
b	0.9825609723404806	0.0026921784954666915	0.004529017325770929	0.01021783183828196
b	0.8486312849744306	0.022589749409767875	0.04452378115342378	0.08425518446237795
b	0.389100181599024	0.28968223400786236	0.04597709558158526	0.27524048881152835
t	0.3658249964296074	0.016238165773598892	0.031764489976066505	0.5861723478207272
e	0.012989882692486843	0.9710959587717938	0.00688909928774543	0.009025059247973893
b	0.5305023093998815	0.31754118128721065	0.07016488951201703	0.08179161980089081
t	0.23278592839057222	0.009809488104570536	0.02108439486789647	0.7363201886369608
b	0.9831746928150309	0.0031096172656263914	0.004734809248975652	0.008980880670367262
b	0.8270602921432343	0.014721452694652727	0.042532006536127376	0.11568624862598555
b	0.5068881487319343	0.35976700715505966	0.06511945842248863	0.06822538569051735
b	0.47090833197968696	0.27715280953735444	0.08755299344920052	0.16438586503375807
b	0.8987557896889194	0.006646297802811103	0.020815559671251715	0.07378235283701778
b	0.7160397215090842	0.08993329390601948	0.059135740794121004	0.13489124379077538
b	0.9295372998333609	0.019066113933580705	0.019402875871827954	0.031993710361230526
e	0.09951904969098974	0.6923642159705965	0.0745004993412876	0.1336162349971262
e	0.0023813444508949044	0.9867972129314232	0.006445662392635505	0.00437578022504662
b	0.8432905028937969	0.058477163476255346	0.04043183621140422	0.05780049741854366
e	0.0013274827616291877	0.9949562899347589	0.0015003142499106358	0.002215913053701181
e	0.0004776686991995424	0.9974555063565567	0.0009748898338422565	0.001091935110401401
e	0.007969497970188276	0.9407336184311952	0.012552768420846324	0.038744115177770155
b	0.6180236551770308	0.1779839267780709	0.08678380296718466	0.1172086150777137
b	0.9085721028411174	0.029830679277661795	0.023204241197960943	0.03839297668325999
e	0.04643352676068764	0.5149159800436917	0.3406009871476728	0.09804950604794789
b	0.7374159052132885	0.17286265134085	0.036489251153339904	0.053232192292521616
e	0.02989551852670129	0.8992465656569526	0.035439239451260006	0.03541867636508634
e	0.37001907659579036	0.4946335118831729	0.032537214370606984	0.10281019715042976
e	0.0027197080096676425	0.9914606511720874	0.003368108253057784	0.002451532565187292
t	0.10807928087816217	0.38232624184519826	0.05585429888576224	0.45374017839087727
b	0.9470225246785077	0.010913556662478112	0.01410863000462005	0.02795528865439423
b	0.29806119000840114	0.2848981660789536	0.1194813836944569	0.29755926021818835
e	0.001300718587561699	0.9919578864125516	0.0029640284664985855	0.003777366533388145
b	0.8400068265464312	0.01703022802636293	0.05444148314971247	0.0885214622774933
e	0.12081322163124657	0.4577800148845444	0.23627571885456342	0.18513104462964558
b	0.46868022771742057	0.38966369846819615	0.05210842061434685	0.08954765320003645
b	0.7165583234063408	0.1274868661390543	0.06680858843519628	0.08914622201940856
e	0.006555071551989366	0.9673716527747105	0.009086530300906734	0.016986745372393305
e	0.3386444073292737	0.36686380808310115	0.09260931361447498	0.20188247097315
e	0.04678211257964875	0.8367425855856019	0.06264400062676355	0.05383130120798594
b	0.4973668259234434	0.38470470302466847	0.052962105313492755	0.06496636573839541
e	0.0044269525480343744	0.9120674254566863	0.00877452945674181	0.07473109253853762
b	0.7992179574835019	0.13770112077928648	0.03268659864794373	0.030394323089267972
t	0.041655350695318005	0.16058458486616642	0.05549163021992729	0.7422684342185882
b	0.5983605155027748	0.2980202095191681	0.037152829087699346	0.06646644589035776
e	0.007888565903630943	0.7791292500728288	0.19622593074472747	0.01675625327881275
e	0.0027696409670621767	0.8990781274974815	0.09136429279883876	0.006787938736617582
b	0.9450155435435295	0.014723807984583462	0.013687310837012061	0.02657333763487499
b	0.958499090104504	0.009854432192141646	0.010388141178664587	0.02125833652468977
b	0.9217575060774966	0.008639659144027104	0.021828462047943375	0.04777437273053279
m	0.13248949101208315	0.19639895936997853	0.34606312018691676	0.3250484294310216
e	0.06693965808045518	0.7307911177194936	0.06313274853783132	0.13913647566221982
b	0.5846144837835088	0.27248677964654283	0.04583195306370098	0.09706678350624749
b	0.8465239992748669	0.09546857146901876	0.03503633869115764	0.02297109056495679
b	0.6402631348322033	0.17133866809865278	0.04989457997033569	0.1385036170988081
b	0.9122472044249985	0.017923689369732095	0.03381484057016443	0.03601426563510497
e	0.4039003749584266	0.47625928803576273	0.029180225821843823	0.09066011118396691
e	0.125990021824738	0.6097877551989183	0.20556000268903335	0.05866222028731046
e	0.23230735874950267	0.5270912291220238	0.12985431800902808	0.1107470941194455
e	0.010667161914811771	0.9613997918488763	0.014232315841226167	0.013700730395085986
e	0.030904041966826484	0.9104898229116072	0.01646833712216471	0.04213779799940165
b	0.9401859126097337	0.015092398833721965	0.014803286162062439	0.029918402394481947
e	0.11801793939369395	0.8507492757438309	0.012298572553774135	0.01893421230870089
e	0.3139753365255622	0.513864251747264	0.06952249190444959	0.10263791982272423
b	0.6796211501072958	0.1623546217782638	0.049961041240239805	0.10806318687420056
e	0.00016310062870468261	0.9991401291302773	0.00044035688013919805	0.00025641336087894477
e	0.00046437928582596615	0.9862846199683146	0.008371265843064383	0.0048797349027949665
b	0.5135184770243021	0.2777376504605085	0.09595989165385828	0.11278398086133122
e	0.05750109252773733	0.8406552642933226	0.046728076752642914	0.055115566426297176
b	0.8338584365033948	0.0391389275767812	0.05322244354170093	0.07378019237812324
e	0.24850309017935787	0.5598474481726724	0.10228398309427332	0.08936547855369643
b	0.7692744547027983	0.16478732924849546	0.03731172458268177	0.02862649146602454
e	0.0004906925362599748	0.995174505214228	0.0026767422131908553	0.0016580600363211944
b	0.6880964343586783	0.015788590937373004	0.0357310706234235	0.26038390408052514
e	0.029651512398256214	0.912536598894604	0.028002054770931033	0.029809833936208764
e	0.016654604240856668	0.911983508616335	0.04261867574995671	0.028743211392851697
b	0.9372186149612118	0.01874017779503242	0.015046896201539577	0.028994311042216246
e	0.016515387337776685	0.8949342386567423	0.060540470284616996	0.028009903720864
b	0.5078944069935892	0.35789128258007896	0.04236290729846983	0.09185140312786196
e	0.3274701850849967	0.4160279398401503	0.11796200833341479	0.13853986674143817
t	0.150390260451775	0.00623387893495307	0.016710321768472033	0.8266655388448
e	0.39967477423548015	0.5142937176638659	0.05061158065363807	0.03541992744701582
b	0.7431453644849837	0.14226451204045104	0.03848561639437291	0.07610450708019247
b	0.56267266347812	0.24321677372021777	0.054458895555524404	0.13965166724613787
b	0.9712363110624066	0.010011639859133115	0.010685895612273514	0.008066153466186587
e	0.2089993590907028	0.5801225140017358	0.10626463423836607	0.10461349266919545
e	0.24372593859591996	0.5611450291994234	0.06658668219188707	0.12854235001276954
e	0.016394634879120525	0.9641333217383354	0.011842584084597638	0.007629459297946376
b	0.42758127324832046	0.4150272541521515	0.09103595744493719	0.06635551515459091
b	0.9497244319778871	0.015252102126095964	0.011671298755230193	0.023352167140786716
e	0.11800457596587056	0.6530636406147655	0.07089115010631786	0.15804063331304616
b	0.633146779279056	0.24198950282880147	0.043744211103670966	0.08111950678847149
m	0.3976909452625397	0.022724645880030054	0.5415313287926387	0.03805308006479159
b	0.7125443357851523	0.1575006366350818	0.05034037885349247	0.07961464872627354
t	0.15696165580598323	0.1883800076712424	0.18878282859518936	0.465875507927585
e	0.0005256072877028545	0.9927701866117986	0.003616157851404689	0.003088048249093825
e	0.05795213691064103	0.8382300398066437	0.0650090722804755	0.03880875100223986
b	0.9365037628151843	0.007748766794629816	0.012417288870256615	0.04333018151992942
b	0.48619670791275116	0.34192971412367823	0.09792607109643868	0.07394750686713183
b	0.5925043146423676	0.28673745299538406	0.065256445079441	0.055501787282807226
b	0.9790664548655426	0.0033816175257594346	0.006373245253060458	0.011178682355637562
b	0.9393897245550636	0.023571865464999685	0.010064085554850031	0.026974324425086817
t	0.06695365458949078	0.19834219371575704	0.027193463610191686	0.7075106880845605
t	0.04954377285259988	0.3344139521826512	0.11818310190533293	0.49785917305941607
e	0.21974293391067343	0.5078440793476655	0.14147671828648423	0.1309362684551768
b	0.8439405264819346	0.014958395255545152	0.021467341793361624	0.11963373646915856
e	0.0008085095393688487	0.9950930838047448	0.001853150275415001	0.0022452563804714297
b	0.9462451614943104	0.010470340068643199	0.011351656746779877	0.031932841690266715
b	0.8837962488511711	0.012405991021613287	0.027646362178517535	0.07615139794869787
e	0.19964583856815055	0.6626535942573357	0.043212058173589994	0.09448850900092372
e	0.25048497522062574	0.6801784199115334	0.0254344027963544	0.04390220207148639
b	0.8913909828005813	0.0049478303630398806	0.014933005545874314	0.08872818129050458
t	0.3847306475842594	0.00951584113328851	0.01642440980398437	0.5893291014784676
b	0.8137478325131485	0.07060305234869821	0.04173733188620813	0.07391178325194515
b	0.5233164372989528	0.23254703637175925	0.06962058686977916	0.1745159394595088
b	0.7906448458538186	0.11387987339373982	0.034547743724783656	0.060927537027658
e	0.16990320309657964	0.5279480643509753	0.10349599168115564	0.1986527408712894
e	0.30648302287863144	0.5507484027564021	0.06326820538970511	0.07950036897526132
e	0.0018212776652169753	0.989382770375604	0.0048011199253427264	0.003994832033836259
e	0.21859578701171317	0.7197875837731398	0.0261116235740554	0.03550500564109167
e	0.2780403513722184	0.46880500478878134	0.10716281736739712	0.1459918264716031
b	0.8481454347270199	0.02250102763625481	0.03817446647829353	0.09117907115843175
e	0.006429967126333302	0.8516868921779217	0.029664691734388387	0.11221844896135659
b	0.5668500259135405	0.22220689275913427	0.09714432617347472	0.11379875515385042
e	0.17722209891456067	0.32038593635620555	0.31378739077730505	0.18860457395192873
e	0.3479041240088681	0.46290500243104665	0.06943290165805592	0.11975797190202939
e	0.004200412993976954	0.9701117445950378	0.012392722934224247	0.013295119476761102
b	0.5935904581587498	0.15093688521127802	0.04018898014391027	0.21528367648606198
e	0.17878955878710773	0.5336149093484759	0.16404981701182464	0.12354571485259176
e	0.11561383868727862	0.7414066807881873	0.08701296483935056	0.05596651568518346
b	0.7057647623450813	0.17529015489093336	0.0536650583520156	0.06528002441196964
e	0.0023715739360918235	0.988274106794977	0.004331144480754461	0.005023174788176844
e	0.2976648260929155	0.5113271589942476	0.06895773492390425	0.1220502799889325
b	0.3898265207185488	0.37722758893497466	0.14149595000582596	0.09144994034065064
e	0.0006331849132368159	0.9972251375759491	0.0011773347227590268	0.0009643427880550433
b	0.4174237399159144	0.3682957091695333	0.10976942237228468	0.10451112854226743
b	0.9093577718837507	0.013307558306362136	0.02151576868976832	0.055818901120118655
b	0.9503989034361799	0.010279845745641615	0.015836972953198414	0.02348427786498007
b	0.6566313630737439	0.07951325033247597	0.10254542250865122	0.161309964085129
e	0.01918193994853454	0.9448571029280739	0.019888523480043416	0.016072433643348122
b	0.6217549376875283	0.22059805707945468	0.06188688958772997	0.09576011564528697
b	0.8898858459201276	0.017544858487776396	0.027280427514878147	0.06528886807721777
e	0.0013386537401609178	0.9856277530211001	0.00771226579435292	0.005321327444386056
b	0.5777077918010203	0.04461132685050346	0.2616634606855781	0.11601742066289807
e	0.0012484894192726504	0.9857574715736065	0.005217570897706552	0.007776468109414299
e	0.2649800381316623	0.5525757041080208	0.0998809495478471	0.08256330821246965
t	0.18207816097487722	0.15634357281345862	0.047788570088275986	0.6137896961233882
e	0.21732921098529445	0.6579331661919298	0.06715562139600591	0.057582001426769905
b	0.9414578012699749	0.009313979252899928	0.013962304551645821	0.03526591492547934
e	0.05685660740005048	0.8390103947028746	0.04926835019897605	0.054864647698098845
e	0.2091086024154095	0.5770007200689053	0.11665687222968063	0.09723380528600452
t	0.0754474771630239	0.23090041320805038	0.05244254456108368	0.6412095650678421
b	0.7738914750063416	0.1239826526077733	0.04052953328761053	0.06159633909827469
b	0.6540193743549992	0.18857915803897057	0.05247003261261596	0.10493143499341431
e	0.003787929242711303	0.9611643239239667	0.018521956543018234	0.016525790290303783
e	0.43130739750637315	0.4632897528457648	0.04522360083992572	0.060179248807936306
b	0.39511493270789766	0.3373752580863709	0.084649778224535	0.18286003098119638
b	0.5055509824573305	0.3880048229539061	0.04858404133614065	0.05786015325262273
e	0.3265716312971563	0.49311119649515617	0.07324858874443337	0.10706858346325406
b	0.9365409356496703	0.024178120567596113	0.01404737785054763	0.025233565932185804
b	0.7702186168628345	0.10700147008735911	0.05042870067391638	0.07235121237589008
b	0.9853868948420272	0.0030496721820045475	0.004628609555840809	0.006934823420127414
b	0.46756285694590727	0.2625352667139914	0.11985596967393589	0.15004590666616532
b	0.9281903111809421	0.008483019822656885	0.01459596319575147	0.04873070580064955
e	0.013122187766793955	0.9622983555606852	0.01201426829295176	0.012565188379569148
b	0.44393336035494935	0.35929705713546267	0.04777677713213518	0.14899280537745277
e	0.018731889914855828	0.968516441265675	0.007782139846046109	0.004969528973422837
b	0.6370036228655671	0.2057502347474631	0.05126881653003241	0.10597732585693742
b	0.4784878092323936	0.2839876710303633	0.05322188282079174	0.18430263691645132
e	0.0058565706386925565	0.929365951109376	0.04886406241143644	0.015913415840495014
b	0.9707194893917965	0.010109848399983131	0.008518996697301131	0.010651665510919223
b	0.6983374236972771	0.12494624203690102	0.06305828012205841	0.11365805414376334
t	0.12961016539611372	0.09835546500292738	0.09559434537042771	0.6764400242305313
b	0.35465402380743316	0.2813920457861584	0.07387707257571982	0.29007685783068843
b	0.6944014674704486	0.18760895321765234	0.0384652035116649	0.07952437580023425
e	0.29128856724127317	0.3634183601617858	0.11972249977143194	0.22557057282550907
m	0.055186877191462	0.22491628277935372	0.641400509469315	0.07849633055986922
e	0.03381058660747702	0.904720503553144	0.034226796036395044	0.02724211380298386
e	0.026530155554135893	0.9343726838123894	0.0189016080825131	0.020195552550961907
b	0.9145160022460043	0.01692407560751351	0.02476951589946563	0.043790406247016675
b	0.6548937298907732	0.21666387008274468	0.04179233076195251	0.08665006926452955
e	0.006656010692251077	0.9415574186395795	0.03248189567747217	0.019304674990697112
b	0.8914092045335442	0.07705145983505471	0.023021600571172612	0.008517735060228352
e	0.21977909344334487	0.5662753012784127	0.12724128771281798	0.0867043175654244
t	0.3240107517714498	0.016422041704958416	0.01978121403663099	0.6397859924869608
e	0.22943578380556723	0.6207949435560248	0.07608206781597054	0.0736872048224374
e	0.06362411416222553	0.5813809302433482	0.07302421682153544	0.2819707387728907
b	0.9855039762515551	0.002942717041783077	0.004451411038379549	0.0071018956682821184
e	0.35688362329260204	0.5830956701617611	0.0173856050865741	0.042635101459062616
b	0.547643209721226	0.26824161945052427	0.05851999486701184	0.12559517596123784
e	0.013745053910820633	0.959382643943166	0.012791822857724356	0.014080479288289
e	0.32886067000325486	0.4702807717364195	0.09206951672808718	0.1087890415322384
b	0.8966458245975718	0.030242369776234443	0.02836532411885452	0.04474648150733928
b	0.9860293600300084	0.004328257395075639	0.005267405118264357	0.004374977456651571
b	0.9412689111320136	0.013823682021927826	0.019152274869974957	0.025755131976083537
b	0.42499459211254526	0.3618623662047407	0.060257323482427065	0.15288571820028687
b	0.8654092265094606	0.03975998586334832	0.03441339659970451	0.060417391027486646
t	0.12446008803849597	0.028863860235976164	0.01825826128199855	0.8284177904435294
b	0.9387134024121515	0.01189594487022938	0.014917214463609656	0.03447343825400934
e	0.0025186148001652094	0.957646879675736	0.028337655975592128	0.011496849548506565
e	0.0015808220705910007	0.9909712112528196	0.0032072779340565774	0.004240688742532791
b	0.8636479163970069	0.043661918235660194	0.024759005318276187	0.06793116004905661
e	0.004500679734209659	0.9315172698576375	0.009585262764555654	0.05439678764359711
e	0.0005234560992595114	0.994461385134301	0.002343301115555092	0.002671857650884229
b	0.9622394935139168	0.008055736329776637	0.01093115365217732	0.018773616504129034
e	0.000687555746119938	0.9904821464431688	0.006272594660986762	0.0025577031497245033
e	0.20093202605911664	0.6013398506607993	0.06926891553676169	0.1284592077433223
e	0.006361803634098968	0.9531138793747469	0.02507697947311845	0.015447337518035571
b	0.5172342776093684	0.3004715975839318	0.10149758916098665	0.08079653564571332
b	0.6576864373770571	0.19194344704059066	0.0483375017837412	0.10203261379861107
b	0.43724688952437424	0.386181109158003	0.07900174529636574	0.09757025602125703
b	0.4875796859891051	0.36906032065113753	0.04084947047044721	0.10251052288931016
b	0.4525720372686781	0.32627671013300746	0.05351495404054139	0.16763629855777298
e	0.02559767617108147	0.9080908463684843	0.026004271830913823	0.04030720562952047
e	0.31155618861213263	0.45502265687649096	0.14109738697957885	0.0923237675317977
